ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Total_Purchases,Total_Spend,Total_Conversions,Conversion_Rate,CPA,ROI,Max_Leads_Source,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Alone,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Together,Marital_Status_Widow,Marital_Status_YOLO
2139,1975,7500.0,1,0,2013-10-02,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,3,11,0,5,31,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
7286,1968,41728.0,1,0,2013-05-24,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,3,11,0,4,55,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,False,True,False,False
7244,1951,51381.5,2,1,2014-01-01,96,48,5,48,6,10,7,3,2,1,4,6,0,0,0,0,0,0,3,11,0,7,124,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
8614,1957,65486.0,0,1,2014-05-12,29,245,19,125,37,67,14,1,4,2,10,2,0,0,0,0,0,0,3,11,0,16,507,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,False,True,False
1331,1977,35790.0,1,0,2013-01-02,54,12,6,20,30,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,72,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
7437,1988,27938.0,1,0,2014-04-28,31,13,0,8,2,1,5,1,1,0,4,3,0,0,0,0,0,0,3,11,0,5,29,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
8557,1982,51381.5,1,0,2013-06-17,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,5,46,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
8375,1968,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0,0,0,0,0,3,11,0,16,518,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
3076,1975,66653.0,1,1,2012-09-07,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,3,11,0,18,612,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
6518,1951,67680.0,0,1,2013-06-11,8,546,0,48,0,6,6,1,7,3,8,5,0,0,0,0,0,0,3,11,0,18,606,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,False,True,False
1386,1967,32474.0,1,1,2014-05-11,0,10,0,1,0,0,0,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,11,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
10629,1973,51381.5,1,0,2012-09-14,25,25,3,43,17,4,17,3,3,0,3,8,0,0,0,0,0,0,3,11,0,6,109,0,0.0,0.0,266.66666666666663,NumWebPurchases,True,False,False,False,False,False,False,True,False,False,False,False
1050,1952,28332.0,0,0,2014-04-30,58,14,10,13,4,15,9,1,2,1,4,2,0,0,0,0,0,0,3,11,0,7,65,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
5846,1977,40246.0,1,0,2012-12-19,68,2,1,6,2,1,1,1,1,0,2,6,0,0,0,0,0,0,3,11,0,3,13,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
3332,1985,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,3,11,0,8,165,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
2261,1969,26304.0,1,0,2013-06-23,5,4,1,5,2,0,4,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,16,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
5346,1973,23559.0,1,0,2013-07-03,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,3,11,0,6,79,0,0.0,0.0,266.66666666666663,NumWebPurchases,True,False,False,False,False,False,False,True,False,False,False,False
4119,1963,38620.0,0,0,2013-05-11,56,112,17,44,34,22,89,1,2,5,3,3,0,0,0,0,0,0,3,11,0,10,318,0,0.0,0.0,266.66666666666663,NumCatalogPurchases,False,False,False,True,False,False,False,False,False,True,False,False
535,1987,81361.0,0,0,2014-02-25,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,3,11,0,26,778,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
5268,1960,29440.0,1,1,2013-08-11,95,17,8,14,10,4,3,2,1,0,4,7,0,0,0,0,0,0,3,11,0,5,56,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
771,1967,54178.0,0,1,2014-01-21,79,135,9,39,4,0,7,1,2,2,5,2,0,0,0,0,0,0,3,11,0,9,194,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
9235,1957,51381.5,1,1,2014-05-27,45,7,0,8,2,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,18,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
5798,1973,51381.5,0,0,2013-11-23,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,3,11,0,14,985,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,True,False,False
11178,1972,42394.0,1,0,2014-03-23,69,15,2,10,0,1,4,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,32,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,True,False,False,False
2230,1970,23626.0,1,0,2014-05-24,84,27,2,14,0,0,0,3,3,1,3,5,0,0,0,0,0,0,3,11,0,7,43,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
7516,1983,30096.0,1,0,2014-05-22,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,5,45,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
11100,1972,51813.0,1,1,2013-04-11,37,51,2,7,0,1,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,63,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
3037,1983,50150.0,0,0,2013-06-20,32,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,3,11,0,14,410,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
1473,1960,47823.0,0,1,2013-07-23,0,53,1,5,2,1,10,2,2,0,3,8,0,0,0,0,0,0,3,11,0,5,72,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,True,False,False,False
1016,1959,34554.0,0,1,2014-03-30,43,41,1,6,2,0,5,2,2,0,3,6,0,0,0,0,0,0,3,11,0,5,55,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,True,False,False,False
9370,1945,65846.0,0,0,2013-05-17,68,562,81,276,80,40,81,1,6,3,6,4,0,0,0,0,0,0,3,11,0,15,1120,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
8373,1979,24594.0,1,0,2013-12-10,94,1,3,6,10,0,9,1,1,0,3,5,0,0,0,0,0,0,3,11,0,4,29,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,True,False,False,False,False,False,False,False,True,False,False
7533,1964,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,3,11,0,9,187,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
3629,1978,38557.0,1,0,2012-12-19,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,3,11,0,7,145,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,True,False,False,False
9215,1980,43974.0,1,0,2012-12-12,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,16,551,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
2286,1962,50785.0,1,1,2013-09-10,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,6,114,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
5234,1967,30753.0,1,1,2013-07-11,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,5,81,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,False,False,True,False,False
9862,1969,21918.0,1,0,2013-11-14,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,5,33,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
9805,1953,56129.0,0,1,2013-06-20,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,18,660,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,False,True,False,False
8442,1985,19510.0,2,0,2013-09-04,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,4,30,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
7386,1976,30992.0,1,0,2013-04-22,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,4,43,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,True,False,False,False,False,False
3381,1953,54348.0,1,1,2014-06-08,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,6,90,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
8268,1961,51381.5,0,1,2013-07-11,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,14,404,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
11051,1956,77376.0,1,1,2014-05-10,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,19,661,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
433,1958,61331.0,1,1,2013-03-10,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,18,632,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,True,False,True,False,False,False,False,False,False
1295,1963,51381.5,0,1,2013-08-11,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,3,11,0,18,725,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
5290,1964,41551.0,1,1,2013-08-14,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,11,279,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
5342,1976,9548.0,1,0,2012-08-08,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,4,29,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,True,False,False,False,False,True,False,False,False,False,False
9579,1959,33762.0,2,1,2013-07-07,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,6,106,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
1461,1965,36921.0,1,1,2013-07-28,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,38,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,True,False,False,False,False,False
2937,1974,68352.0,0,1,2013-08-28,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,3,11,0,22,871,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,True,False,False,False
9701,1988,41883.0,1,0,2013-03-19,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,3,11,0,9,312,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,False,True,False,False
9949,1976,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,12,877,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
4050,1966,49605.0,0,0,2014-06-21,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,0,7,127,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
3830,1953,59354.0,0,2,2014-04-24,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,15,459,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
7798,1972,46344.0,0,1,2012-12-14,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0,13,429,0,0.0,0.0,266.66666666666663,NumWebPurchases,True,False,False,False,False,False,False,False,False,True,False,False
92,1988,34176.0,1,0,2014-05-12,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,7,89,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,True,False,False,False,False,False,False
7055,1952,61010.0,0,1,2012-10-09,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,24,1021,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
3025,1958,49967.0,0,1,2013-07-08,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,12,306,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,False,True,False,False,False
9283,1978,60199.0,1,2,2013-09-12,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,3,18,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,True,False,False,False
9970,1977,55375.0,0,1,2013-10-17,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,8,162,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
2795,1958,30523.0,2,1,2013-07-01,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,3,13,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,False,True,False,False,False
8182,1984,23228.0,1,0,2014-01-05,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,7,121,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
10095,1975,74165.0,0,0,2013-05-01,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,19,1293,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,True,False,False,False,False,False
4370,1966,43482.0,2,1,2013-11-13,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,6,88,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
3152,1957,26091.0,1,1,2014-02-25,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,6,89,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
5610,1965,33456.0,1,1,2014-04-21,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,4,36,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
6460,1982,28718.0,1,0,2013-07-13,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,5,57,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
1349,1970,50447.0,2,0,2014-04-21,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,7,148,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
1880,1959,53537.0,1,1,2014-01-30,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,6,93,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,False,True,False,False
8717,1975,80427.0,0,1,2012-09-12,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,27,1835,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
10854,1970,38853.0,1,1,2014-05-23,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,45,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
10492,1959,38285.0,2,1,2014-06-24,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,3,10,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,False,False,True,False,False
7698,1976,51650.0,0,1,2014-05-11,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,9,191,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,False,False,True,False,False,True,False,False,False,False
3559,1988,16248.0,1,0,2014-05-10,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,6,57,0,0.0,0.0,266.66666666666663,NumStorePurchases,True,False,False,False,False,False,False,True,False,False,False,False
10796,1984,30477.0,1,0,2014-01-22,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,5,66,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,True,False,False,False,True,False,False,False,False
2563,1961,28249.0,0,0,2014-06-15,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,5,43,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,True,False,False,False,False,False,True,False,False,False,False
3518,1983,25271.0,1,0,2012-12-05,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,4,50,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
5823,1970,32303.0,0,1,2014-03-08,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,5,39,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,False,True,False,False,False
3934,1966,61286.0,0,1,2013-08-02,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,16,608,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
6431,1964,45759.0,1,1,2013-02-23,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,5,68,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,False,False,True,False,False,True,False,False,False,False
1324,1988,38872.0,1,0,2013-05-30,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,6,91,0,0.0,0.0,266.66666666666663,NumWebPurchases,False,False,True,False,False,False,False,True,False,False,False,False
326,1973,51148.0,1,1,2013-02-18,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,12,315,0,0.0,0.0,266.66666666666663,NumStorePurchases,False,False,True,False,False,False,False,True,False,False,False,False
